Genotype	survey_date	size	sizeNext	survival	population
LVTR1_6_5	2023-08-02	2.4	2.2	1	LVTR1
LVTR1_6_5	2023-08-16	2.2	2.6	1	LVTR1
LVTR1_6_5	2023-08-23	2.6	2.2	1	LVTR1
LVTR1_6_5	2023-08-30	2.2	2.3	1	LVTR1
LVTR1_6_5	2023-09-06	2.3	1.7	1	LVTR1
LVTR1_6_5	2023-09-13	1.7	2.1	1	LVTR1
LVTR1_6_5	2023-09-20	2.1	1.3	1	LVTR1
LVTR1_6_5	2023-09-27	1.3	0.9	1	LVTR1
LVTR1_6_5	2023-10-20	0.9	NA	1	LVTR1
LVTR1_6_6	2023-07-03	1.1	NA	0	LVTR1
LVTR1_6_7	2023-07-03	1	2.8	1	LVTR1
LVTR1_6_7	2023-07-26	2.8	NA	0	LVTR1
LVTR1_6_8	2023-07-03	0.6	NA	0	LVTR1
LVTR1_6_9	2023-07-03	0.7	NA	0	LVTR1
LVTR1_7_1	2023-07-03	1.1	NA	0	LVTR1
LVTR1_7_10	2023-07-03	0.7	NA	0	LVTR1
LVTR1_7_11	2023-07-03	0.8	NA	0	LVTR1
LVTR1_7_12	2023-07-03	1	NA	0	LVTR1
LVTR1_7_13	2023-07-03	0.6	NA	0	LVTR1
LVTR1_7_14	2023-07-06	0.4	NA	0	LVTR1
LVTR1_7_16	2023-07-06	0.6	NA	0	LVTR1
LVTR1_7_17	2023-07-06	0.4	NA	0	LVTR1
LVTR1_7_18	2023-07-06	0.8	NA	0	LVTR1
LVTR1_7_2	2023-07-03	0.8	0.7	1	LVTR1
LVTR1_7_2	2023-07-26	0.7	NA	0	LVTR1
LVTR1_7_3	2023-07-03	0.9	NA	0	LVTR1
LVTR1_7_4	2023-07-03	1	0.8	1	LVTR1
LVTR1_7_4	2023-07-26	0.8	1	1	LVTR1
LVTR1_7_4	2023-08-02	1	0.9	1	LVTR1
LVTR1_7_4	2023-08-16	0.9	1.5	1	LVTR1
LVTR1_7_4	2023-08-23	1.5	0.8	1	LVTR1
LVTR1_7_4	2023-08-30	0.8	1.1	1	LVTR1
LVTR1_7_4	2023-09-06	1.1	0.9	1	LVTR1
LVTR1_7_4	2023-09-13	0.9	0.5	1	LVTR1
LVTR1_7_4	2023-09-20	0.5	0.8	1	LVTR1
LVTR1_7_4	2023-09-27	0.8	NA	0	LVTR1
LVTR1_7_5	2023-07-03	1.2	2.8	1	LVTR1
LVTR1_7_5	2023-07-26	2.8	2.8	1	LVTR1
LVTR1_7_5	2023-08-02	2.8	1.9	1	LVTR1
LVTR1_7_5	2023-08-16	1.9	2.3	1	LVTR1
LVTR1_7_5	2023-08-23	2.3	2.3	1	LVTR1
LVTR1_7_5	2023-08-30	2.3	0.8	1	LVTR1
LVTR1_7_5	2023-09-06	0.8	1.3	1	LVTR1
LVTR1_7_5	2023-09-13	1.3	1.2	1	LVTR1
LVTR1_7_5	2023-09-20	1.2	1.3	1	LVTR1
LVTR1_7_5	2023-09-27	1.3	NA	0	LVTR1
LVTR1_7_6	2023-07-03	1.1	3.8	1	LVTR1
LVTR1_7_6	2023-07-26	3.8	3.7	1	LVTR1
LVTR1_7_6	2023-08-02	3.7	3.6	1	LVTR1
LVTR1_7_6	2023-08-16	3.6	4	1	LVTR1
LVTR1_7_6	2023-08-23	4	3.2	1	LVTR1
LVTR1_7_6	2023-08-30	3.2	2	1	LVTR1
LVTR1_7_6	2023-09-06	2	1.4	1	LVTR1
LVTR1_7_6	2023-09-13	1.4	0.7	1	LVTR1
LVTR1_7_6	2023-09-20	0.7	NA	0	LVTR1
LVTR1_7_7	2023-07-03	1.1	0.7	1	LVTR1
LVTR1_7_7	2023-07-26	0.7	NA	0	LVTR1
LVTR1_7_8	2023-07-03	1.2	NA	0	LVTR1
LVTR1_8_1	2023-07-03	1	NA	0	LVTR1
LVTR1_8_10	2023-07-03	0.9	NA	0	LVTR1
LVTR1_8_11	2023-07-03	1.2	NA	0	LVTR1
LVTR1_8_12	2023-07-03	0.8	NA	0	LVTR1
LVTR1_8_13	2023-07-03	0.7	NA	0	LVTR1
LVTR1_8_14	2023-07-06	0.7	NA	0	LVTR1
LVTR1_8_15	2023-07-06	0.3	2	1	LVTR1
LVTR1_8_15	2023-07-26	2	NA	1	LVTR1
LVTR1_8_15	2023-08-23	2.5	2.1	1	LVTR1
LVTR1_8_15	2023-08-30	2.1	1.4	1	LVTR1
LVTR1_8_15	2023-09-06	1.4	2.2	1	LVTR1
LVTR1_8_15	2023-09-13	2.2	1.1	1	LVTR1
LVTR1_8_15	2023-09-20	1.1	NA	1	LVTR1
LVTR1_8_15	2023-10-20	0.9	NA	1	LVTR1
LVTR1_8_16	2023-07-06	0.5	2.9	1	LVTR1
LVTR1_8_16	2023-07-26	2.9	3.9	1	LVTR1
LVTR1_8_16	2023-08-02	3.9	3.8	1	LVTR1
LVTR1_8_16	2023-08-16	3.8	4	1	LVTR1
LVTR1_8_16	2023-08-23	4	3.4	1	LVTR1
LVTR1_8_16	2023-08-30	3.4	1.5	1	LVTR1
LVTR1_8_16	2023-09-06	1.5	NA	0	LVTR1
LVTR1_8_17	2023-07-06	0.5	1.3	1	LVTR1
LVTR1_8_17	2023-07-26	1.3	1.3	1	LVTR1
LVTR1_8_17	2023-08-02	1.3	1.6	1	LVTR1
LVTR1_8_17	2023-08-16	1.6	2.2	1	LVTR1
LVTR1_8_17	2023-08-23	2.2	1.3	1	LVTR1
LVTR1_8_17	2023-08-30	1.3	1.3	1	LVTR1
LVTR1_8_17	2023-09-06	1.3	1.7	1	LVTR1
LVTR1_8_17	2023-09-13	1.7	1.1	1	LVTR1
LVTR1_8_17	2023-09-20	1.1	1.7	1	LVTR1
LVTR1_8_17	2023-09-27	1.7	NA	0	LVTR1
LVTR1_8_18	2023-07-06	0.7	NA	0	LVTR1
LVTR1_8_19	2023-07-06	0.9	3.6	1	LVTR1
LVTR1_8_19	2023-07-26	3.6	NA	0	LVTR1
LVTR1_8_2	2023-07-03	1.1	NA	0	LVTR1
LVTR1_8_20	2023-07-06	0.8	NA	0	LVTR1
LVTR1_8_23	2023-07-06	1.2	NA	0	LVTR1
LVTR1_8_24	2023-07-06	0.8	3.3	1	LVTR1
LVTR1_8_24	2023-07-26	3.3	3.2	1	LVTR1
LVTR1_8_24	2023-08-02	3.2	3.2	1	LVTR1
LVTR1_8_24	2023-08-16	3.2	3.3	1	LVTR1
LVTR1_8_24	2023-08-23	3.3	1.6	1	LVTR1
LVTR1_8_24	2023-08-30	1.6	0.8	1	LVTR1
LVTR1_8_24	2023-09-06	0.8	NA	0	LVTR1
LVTR1_8_25	2023-07-06	0.9	NA	0	LVTR1
LVTR1_8_3	2023-07-03	1.2	2.2	1	LVTR1
LVTR1_8_3	2023-07-26	2.2	1.6	1	LVTR1
LVTR1_8_3	2023-08-02	1.6	2.9	1	LVTR1
LVTR1_8_3	2023-08-16	2.9	2.9	1	LVTR1
LVTR1_8_3	2023-08-23	2.9	2.5	1	LVTR1
LVTR1_8_3	2023-08-30	2.5	2.7	1	LVTR1
LVTR1_8_3	2023-09-06	2.7	3	1	LVTR1
LVTR1_8_3	2023-09-13	3	2.8	1	LVTR1
LVTR1_8_3	2023-09-20	2.8	0.7	1	LVTR1
LVTR1_8_3	2023-10-13	0.7	0.2	1	LVTR1
LVTR1_8_3	2023-10-20	0.2	NA	1	LVTR1
LVTR1_8_4	2023-07-03	1.1	1.4	1	LVTR1
LVTR1_8_4	2023-07-26	1.4	2.8	1	LVTR1
LVTR1_8_4	2023-08-02	2.8	2.9	1	LVTR1
LVTR1_8_4	2023-08-16	2.9	2.9	1	LVTR1
LVTR1_8_4	2023-08-23	2.9	2.3	1	LVTR1
LVTR1_8_4	2023-08-30	2.3	2.5	1	LVTR1
LVTR1_8_4	2023-09-06	2.5	3.3	1	LVTR1
LVTR1_8_4	2023-09-13	3.3	2.7	1	LVTR1
LVTR1_8_4	2023-09-20	2.7	2.5	1	LVTR1
LVTR1_8_4	2023-09-27	2.5	1.7	1	LVTR1
LVTR1_8_4	2023-10-20	1.7	NA	1	LVTR1
LVTR1_8_5	2023-07-03	1.3	3.4	1	LVTR1
LVTR1_8_5	2023-07-26	3.4	NA	1	LVTR1
LVTR1_8_6	2023-07-03	1.4	4.2	1	LVTR1
LVTR1_8_6	2023-07-26	4.2	NA	0	LVTR1
LVTR1_8_7	2023-07-03	1	NA	0	LVTR1
LVTR1_8_8	2023-07-03	1.6	1.3	1	LVTR1
LVTR1_8_8	2023-07-26	1.3	NA	1	LVTR1
LVTR1_8_8	2023-08-16	3.5	4	1	LVTR1
LVTR1_8_8	2023-08-23	4	4.1	1	LVTR1
LVTR1_8_8	2023-08-30	4.1	4.1	1	LVTR1
LVTR1_8_8	2023-09-06	4.1	4.2	1	LVTR1
LVTR1_8_8	2023-09-13	4.2	4.1	1	LVTR1
LVTR1_8_8	2023-09-20	4.1	3.1	1	LVTR1
LVTR1_8_8	2023-09-27	3.1	3.9	1	LVTR1
LVTR1_8_8	2023-10-20	3.9	NA	1	LVTR1
LVTR1_8_9	2023-07-03	1	3.9	1	LVTR1
LVTR1_8_9	2023-07-26	3.9	4.4	1	LVTR1
LVTR1_8_9	2023-08-02	4.4	4.5	1	LVTR1
LVTR1_8_9	2023-08-16	4.5	3	1	LVTR1
LVTR1_8_9	2023-08-23	3	3	1	LVTR1
LVTR1_8_9	2023-08-30	3	0.7	1	LVTR1
LVTR1_8_9	2023-09-06	0.7	NA	0	LVTR1
SC_2_1	2023-07-03	2.2	3.4	1	SC
SC_2_1	2023-07-26	3.4	5.5	1	SC
SC_2_1	2023-08-02	5.5	3.8	1	SC
SC_2_1	2023-08-16	3.8	3.1	1	SC
SC_2_1	2023-08-23	3.1	3.6	1	SC
SC_2_1	2023-08-30	3.6	2.7	1	SC
SC_2_1	2023-09-06	2.7	3	1	SC
SC_2_1	2023-09-13	3	3	1	SC
SC_2_1	2023-09-20	3	4.2	1	SC
SC_2_1	2023-10-13	4.2	3.2	1	SC
SC_2_1	2023-10-20	3.2	NA	1	SC
SC_2_10	2023-07-03	1.5	2.7	1	SC
SC_2_10	2023-07-26	2.7	0.8	0	SC
SC_2_10	2023-08-02	0.8	NA	0	SC
SC_2_11	2023-07-03	1.1	NA	0	SC
SC_2_12	2023-07-03	0.8	2.6	1	SC
SC_2_12	2023-07-26	2.6	4.5	1	SC
SC_2_12	2023-08-02	4.5	2.5	1	SC
SC_2_12	2023-08-16	2.5	2.5	1	SC
SC_2_12	2023-08-23	2.5	2.8	1	SC
SC_2_12	2023-08-30	2.8	3.4	1	SC
SC_2_12	2023-09-06	3.4	2.6	1	SC
SC_2_12	2023-09-13	2.6	3.1	1	SC
SC_2_12	2023-09-20	3.1	4.5	1	SC
SC_2_12	2023-10-13	4.5	5.1	1	SC
SC_2_12	2023-10-20	5.1	NA	1	SC
SC_2_13	2023-07-03	0.8	NA	0	SC
SC_2_14	2023-07-06	0.6	1.7	1	SC
SC_2_14	2023-07-26	1.7	1.9	1	SC
SC_2_14	2023-08-02	1.9	1.8	1	SC
SC_2_14	2023-08-16	1.8	1.9	1	SC
SC_2_14	2023-08-23	1.9	1.8	1	SC
SC_2_14	2023-08-30	1.8	2.4	1	SC
SC_2_14	2023-09-06	2.4	2.3	1	SC
SC_2_14	2023-09-13	2.3	2.2	1	SC
SC_2_14	2023-09-20	2.2	2.5	1	SC
SC_2_14	2023-10-13	2.5	2.6	1	SC
SC_2_14	2023-10-20	2.6	NA	1	SC
SC_2_15	2023-07-06	1.1	3.5	1	SC
SC_2_15	2023-07-26	3.5	3.5	1	SC
SC_2_15	2023-08-02	3.5	3.8	1	SC
SC_2_15	2023-08-16	3.8	4.1	1	SC
SC_2_15	2023-08-23	4.1	3.7	1	SC
SC_2_15	2023-08-30	3.7	3.6	1	SC
SC_2_15	2023-09-06	3.6	4.4	1	SC
SC_2_15	2023-09-13	4.4	4.2	1	SC
SC_2_15	2023-09-20	4.2	4.2	1	SC
SC_2_15	2023-10-13	4.2	4.4	1	SC
SC_2_15	2023-10-20	4.4	NA	1	SC
SC_2_16	2023-07-06	0.7	1.1	1	SC
SC_2_16	2023-07-26	1.1	2.4	1	SC
SC_2_16	2023-08-02	2.4	3	1	SC
SC_2_16	2023-08-16	3	2.2	1	SC
SC_2_16	2023-08-23	2.2	3	1	SC
SC_2_16	2023-08-30	3	4.1	1	SC
SC_2_16	2023-09-06	4.1	5	1	SC
SC_2_16	2023-09-13	5	5.7	1	SC
SC_2_16	2023-09-20	5.7	6.8	1	SC
SC_2_16	2023-09-27	6.8	6	1	SC
SC_2_16	2023-10-20	6	NA	1	SC
SC_2_17	2023-07-06	0.9	NA	0	SC
SC_2_18	2023-07-06	1	3.7	1	SC
SC_2_18	2023-07-26	3.7	3.2	1	SC
SC_2_18	2023-08-02	3.2	4.1	1	SC
SC_2_18	2023-08-16	4.1	4.5	1	SC
SC_2_18	2023-08-23	4.5	5.5	1	SC
SC_2_18	2023-08-30	5.5	5.2	1	SC
SC_2_18	2023-09-06	5.2	6	1	SC
SC_2_18	2023-09-13	6	6.4	1	SC
SC_2_18	2023-09-20	6.4	7.3	1	SC
SC_2_18	2023-09-27	7.3	8.9	1	SC
SC_2_18	2023-10-20	8.9	NA	1	SC
SC_2_19	2023-07-06	1.2	2.6	1	SC
SC_2_19	2023-07-26	2.6	3.2	1	SC
SC_2_19	2023-08-02	3.2	3.1	1	SC
SC_2_19	2023-08-16	3.1	2.3	1	SC
SC_2_19	2023-08-23	2.3	3.6	1	SC
SC_2_19	2023-08-30	3.6	3.9	1	SC
SC_2_19	2023-09-06	3.9	3.6	1	SC
SC_2_19	2023-09-13	3.6	4.3	1	SC
SC_2_19	2023-09-20	4.3	5	1	SC
SC_2_19	2023-09-27	5	4.9	1	SC
SC_2_19	2023-10-20	4.9	NA	1	SC
SC_2_2	2023-07-03	1.2	4.4	1	SC
SC_2_2	2023-07-26	4.4	4.7	1	SC
SC_2_2	2023-08-02	4.7	5.4	1	SC
SC_2_2	2023-08-16	5.4	5.6	1	SC
SC_2_2	2023-08-23	5.6	4.5	1	SC
SC_2_2	2023-08-30	4.5	5.3	1	SC
SC_2_2	2023-09-06	5.3	5.4	1	SC
SC_2_2	2023-09-13	5.4	4.7	1	SC
SC_2_2	2023-09-20	4.7	5.5	1	SC
SC_2_2	2023-10-13	5.5	5.2	1	SC
SC_2_2	2023-10-20	5.2	NA	1	SC
SC_2_20	2023-07-06	0.8	NA	0	SC
SC_2_21	2023-07-06	1	1.6	0	SC
SC_2_21	2023-07-26	1.6	NA	0	SC
SC_2_22	2023-07-06	0.5	NA	0	SC
SC_2_23	2023-07-06	0.7	2.9	1	SC
SC_2_23	2023-07-26	2.9	3.2	1	SC
SC_2_23	2023-08-02	3.2	2.9	1	SC
SC_2_23	2023-08-16	2.9	2.7	1	SC
SC_2_23	2023-08-23	2.7	3.4	1	SC
SC_2_23	2023-08-30	3.4	3.5	1	SC
SC_2_23	2023-09-06	3.5	4.1	1	SC
SC_2_23	2023-09-13	4.1	4.2	1	SC
SC_2_23	2023-09-20	4.2	4.1	1	SC
SC_2_23	2023-10-13	4.1	5.3	1	SC
SC_2_23	2023-10-20	5.3	NA	1	SC
SC_2_24	2023-07-06	0.7	NA	0	SC
SC_2_25	2023-07-06	1.2	3.9	1	SC
SC_2_25	2023-07-26	3.9	NA	0	SC
SC_2_26	2023-07-06	1	3.1	1	SC
SC_2_26	2023-07-26	3.1	5.1	1	SC
SC_2_26	2023-08-02	5.1	4.1	1	SC
SC_2_26	2023-08-16	4.1	3.4	1	SC
SC_2_26	2023-08-23	3.4	4	1	SC
SC_2_26	2023-08-30	4	3.3	1	SC
SC_2_26	2023-09-06	3.3	4.3	1	SC
SC_2_26	2023-09-13	4.3	4	1	SC
SC_2_26	2023-09-20	4	4.8	1	SC
SC_2_26	2023-10-13	4.8	5.4	1	SC
SC_2_26	2023-10-20	5.4	NA	1	SC
SC_2_27	2023-07-06	0.8	1.6	1	SC
SC_2_27	2023-07-26	1.6	3.4	1	SC
SC_2_27	2023-08-02	3.4	1.3	1	SC
SC_2_27	2023-08-16	1.3	1.7	1	SC
SC_2_27	2023-08-23	1.7	1.5	1	SC
SC_2_27	2023-08-30	1.5	1.8	1	SC
SC_2_27	2023-09-06	1.8	2	1	SC
SC_2_27	2023-09-13	2	1.2	1	SC
SC_2_27	2023-09-20	1.2	1.6	1	SC
SC_2_27	2023-10-13	1.6	1.9	1	SC
SC_2_27	2023-10-20	1.9	NA	1	SC
SC_2_3	2023-07-03	1.4	NA	0	SC
SC_2_4	2023-07-03	1.3	4.6	1	SC
SC_2_4	2023-07-26	4.6	5.2	1	SC
SC_2_4	2023-08-02	5.2	4.6	1	SC
SC_2_4	2023-08-16	4.6	4.8	1	SC
SC_2_4	2023-08-23	4.8	5.5	1	SC
SC_2_4	2023-08-30	5.5	4.6	1	SC
SC_2_4	2023-09-06	4.6	5.2	1	SC
SC_2_4	2023-09-13	5.2	5.5	1	SC
SC_2_4	2023-09-20	5.5	5.9	1	SC
SC_2_4	2023-09-27	5.9	7.2	1	SC
SC_2_4	2023-10-20	7.2	NA	1	SC
SC_2_5	2023-07-03	1	1.4	1	SC
SC_2_5	2023-07-26	1.4	NA	0	SC
SC_2_6	2023-07-03	1	NA	0	SC
SC_2_7	2023-07-03	1.8	2.5	1	SC
SC_2_7	2023-07-26	2.5	1.7	1	SC
SC_2_7	2023-08-02	1.7	NA	0	SC
SC_2_8	2023-07-03	0.9	NA	0	SC
SC_2_9	2023-07-03	1	NA	0	SC
SC_4_1	2023-07-03	2.4	3.7	1	SC
SC_4_1	2023-07-26	3.7	6.5	1	SC
SC_4_1	2023-08-02	6.5	4.7	1	SC
SC_4_1	2023-08-16	4.7	3.9	1	SC
SC_4_1	2023-08-23	3.9	4.3	1	SC
SC_4_1	2023-08-30	4.3	4	1	SC
SC_4_1	2023-09-06	4	4.8	1	SC
SC_4_1	2023-09-13	4.8	4.8	1	SC
SC_4_1	2023-09-20	4.8	5.5	1	SC
SC_4_1	2023-10-13	5.5	5.8	1	SC
SC_4_1	2023-10-20	5.8	NA	1	SC
SC_4_10	2023-07-03	1.2	1.6	1	SC
SC_4_10	2023-07-26	1.6	5	1	SC
SC_4_10	2023-08-02	5	3.6	1	SC
SC_4_10	2023-08-16	3.6	4.2	1	SC
SC_4_10	2023-08-23	4.2	3.8	1	SC
SC_4_10	2023-08-30	3.8	3.8	1	SC
SC_4_10	2023-09-06	3.8	5.2	1	SC
SC_4_10	2023-09-13	5.2	5.5	1	SC
SC_4_10	2023-09-20	5.5	6.1	1	SC
SC_4_10	2023-10-13	6.1	6.4	1	SC
SC_4_10	2023-10-20	6.4	NA	1	SC
SC_4_11	2023-07-03	1.1	2.2	1	SC
SC_4_11	2023-07-26	2.2	2.4	1	SC
SC_4_11	2023-08-02	2.4	1.2	1	SC
SC_4_11	2023-08-16	1.2	1.4	1	SC
SC_4_11	2023-08-23	1.4	1.7	1	SC
SC_4_11	2023-08-30	1.7	2.1	1	SC
SC_4_11	2023-09-06	2.1	1	1	SC
SC_4_11	2023-09-13	1	1.4	1	SC
SC_4_11	2023-09-20	1.4	0.9	1	SC
SC_4_11	2023-10-13	0.9	1.9	1	SC
SC_4_11	2023-10-20	1.9	NA	1	SC
SC_4_12	2023-07-03	1.1	NA	0	SC
SC_4_13	2023-07-03	1.3	2.7	1	SC
SC_4_13	2023-07-26	2.7	6.2	1	SC
SC_4_13	2023-08-02	6.2	2.9	1	SC
SC_4_13	2023-08-16	2.9	3.1	1	SC
SC_4_13	2023-08-23	3.1	3.6	1	SC
SC_4_13	2023-08-30	3.6	4.5	1	SC
SC_4_13	2023-09-06	4.5	3.2	1	SC
SC_4_13	2023-09-13	3.2	3.6	1	SC
SC_4_13	2023-09-20	3.6	4.3	1	SC
SC_4_13	2023-10-13	4.3	4.8	1	SC
SC_4_13	2023-10-20	4.8	NA	1	SC
SC_4_14	2023-07-06	1.4	5.4	1	SC
SC_4_14	2023-07-26	5.4	7	1	SC
SC_4_14	2023-08-02	7	6.1	1	SC
SC_4_14	2023-08-16	6.1	5.4	1	SC
SC_4_14	2023-08-23	5.4	6.2	1	SC
SC_4_14	2023-08-30	6.2	5.7	1	SC
SC_4_14	2023-09-06	5.7	5.5	1	SC
SC_4_14	2023-09-13	5.5	5.6	1	SC
SC_4_14	2023-09-20	5.6	5.8	1	SC
SC_4_14	2023-10-13	5.8	6.1	1	SC
SC_4_14	2023-10-20	6.1	NA	1	SC
SC_4_15	2023-07-06	1.2	NA	0	SC
SC_4_16	2023-07-06	1.2	3.8	1	SC
SC_4_16	2023-07-26	3.8	3.1	1	SC
SC_4_16	2023-08-02	3.1	NA	0	SC
SC_4_17	2023-07-06	0.9	NA	0	SC
SC_4_2	2023-07-03	2	1.6	1	SC
SC_4_2	2023-07-26	1.6	1.4	1	SC
SC_4_2	2023-08-02	1.4	1.3	1	SC
SC_4_2	2023-08-16	1.3	2	1	SC
SC_4_2	2023-08-23	2	2	1	SC
SC_4_2	2023-08-30	2	2.1	1	SC
SC_4_2	2023-09-06	2.1	1.3	1	SC
SC_4_2	2023-09-13	1.3	0.6	1	SC
SC_4_2	2023-09-20	0.6	1.7	1	SC
SC_4_2	2023-10-13	1.7	2	1	SC
SC_4_2	2023-10-20	2	NA	1	SC
SC_4_3	2023-07-03	1	NA	0	SC
SC_4_4	2023-07-03	1.3	2.7	1	SC
SC_4_4	2023-07-26	2.7	3.4	1	SC
SC_4_4	2023-08-02	3.4	3.2	1	SC
SC_4_4	2023-08-16	3.2	3.7	1	SC
SC_4_4	2023-08-23	3.7	5.2	1	SC
SC_4_4	2023-08-30	5.2	5.2	1	SC
SC_4_4	2023-09-06	5.2	6.3	1	SC
SC_4_4	2023-09-13	6.3	6.9	1	SC
SC_4_4	2023-09-20	6.9	7.2	1	SC
SC_4_4	2023-09-27	7.2	7.8	1	SC
SC_4_4	2023-10-20	7.8	NA	1	SC
SC_4_5	2023-07-03	1.5	4	1	SC
SC_4_5	2023-07-26	4	3.6	1	SC
SC_4_5	2023-08-02	3.6	5	1	SC
SC_4_5	2023-08-16	5	3.5	1	SC
SC_4_5	2023-08-23	3.5	4.1	1	SC
SC_4_5	2023-08-30	4.1	6.2	1	SC
SC_4_5	2023-09-06	6.2	5.2	1	SC
SC_4_5	2023-09-13	5.2	4.1	1	SC
SC_4_5	2023-09-20	4.1	5.3	1	SC
SC_4_5	2023-09-27	5.3	6.9	1	SC
SC_4_5	2023-10-20	6.9	NA	1	SC
SC_4_6	2023-07-03	1.4	NA	0	SC
SC_4_7	2023-07-03	1.2	6.4	1	SC
SC_4_7	2023-07-26	6.4	4.6	1	SC
SC_4_7	2023-08-02	4.6	3.3	1	SC
SC_4_7	2023-08-16	3.3	4.7	1	SC
SC_4_7	2023-08-23	4.7	4	1	SC
SC_4_7	2023-08-30	4	4.3	1	SC
SC_4_7	2023-09-06	4.3	4	1	SC
SC_4_7	2023-09-13	4	4.3	1	SC
SC_4_7	2023-09-20	4.3	3.8	1	SC
SC_4_7	2023-09-27	3.8	5	1	SC
SC_4_7	2023-10-20	5	NA	1	SC
SC_4_8	2023-07-03	0.8	4.1	1	SC
SC_4_8	2023-07-26	4.1	4	1	SC
SC_4_8	2023-08-02	4	4.1	1	SC
SC_4_8	2023-08-16	4.1	4.2	1	SC
SC_4_8	2023-08-23	4.2	4.2	1	SC
SC_4_8	2023-08-30	4.2	4.9	1	SC
SC_4_8	2023-09-06	4.9	5.5	1	SC
SC_4_8	2023-09-13	5.5	6	1	SC
SC_4_8	2023-09-20	6	6.5	1	SC
SC_4_8	2023-09-27	6.5	7.8	1	SC
SC_4_8	2023-10-20	7.8	NA	1	SC
SC_4_9	2023-07-03	1	3.1	1	SC
SC_4_9	2023-07-26	3.1	NA	0	SC
SC_5_1	2023-07-03	2	4	1	SC
SC_5_1	2023-07-26	4	2.6	1	SC
SC_5_1	2023-08-02	2.6	NA	0	SC
SC_5_10	2023-07-03	1.6	NA	0	SC
SC_5_11	2023-07-03	1.3	5.3	1	SC
SC_5_11	2023-07-26	5.3	4.5	1	SC
SC_5_11	2023-08-02	4.5	0.9	1	SC
SC_5_11	2023-08-16	0.9	4	1	SC
SC_5_11	2023-08-23	4	5.7	1	SC
SC_5_11	2023-08-30	5.7	4.9	1	SC
SC_5_11	2023-09-06	4.9	5.7	1	SC
SC_5_11	2023-09-13	5.7	6	1	SC
SC_5_11	2023-09-20	6	6.1	1	SC
SC_5_11	2023-10-13	6.1	4.5	1	SC
SC_5_11	2023-10-20	4.5	NA	1	SC
SC_5_12	2023-07-03	1.2	2.5	1	SC
SC_5_12	2023-07-26	2.5	4.5	1	SC
SC_5_12	2023-08-02	4.5	NA	0	SC
SC_5_13	2023-07-03	1	1.4	1	SC
SC_5_13	2023-07-26	1.4	NA	0	SC
SC_5_14	2023-07-06	0.6	1.3	1	SC
SC_5_14	2023-07-26	1.3	NA	0	SC
SC_5_15	2023-07-06	0.6	NA	0	SC
SC_5_16	2023-07-06	0.7	2	1	SC
SC_5_16	2023-07-26	2	NA	0	SC
SC_5_2	2023-07-03	0.8	2.5	1	SC
SC_5_2	2023-07-26	2.5	2.7	1	SC
SC_5_2	2023-08-02	2.7	2.7	1	SC
SC_5_2	2023-08-16	2.7	3.2	1	SC
SC_5_2	2023-08-23	3.2	2.8	1	SC
SC_5_2	2023-08-30	2.8	2.6	1	SC
SC_5_2	2023-09-06	2.6	2.7	1	SC
SC_5_2	2023-09-13	2.7	3.7	1	SC
SC_5_2	2023-09-20	3.7	3.8	1	SC
SC_5_2	2023-10-13	3.8	3.3	1	SC
SC_5_2	2023-10-20	3.3	NA	1	SC
SC_5_3	2023-07-03	1.2	1.8	1	SC
SC_5_3	2023-07-26	1.8	2.2	1	SC
SC_5_3	2023-08-02	2.2	NA	0	SC
SC_5_4	2023-07-03	0.9	2.3	1	SC
SC_5_4	2023-07-26	2.3	NA	0	SC
SC_5_5	2023-07-03	1.7	4.4	1	SC
SC_5_5	2023-07-26	4.4	5.2	1	SC
SC_5_5	2023-08-02	5.2	5.5	1	SC
SC_5_5	2023-08-16	5.5	5.7	1	SC
SC_5_5	2023-08-23	5.7	8.6	1	SC
SC_5_5	2023-08-30	8.6	9.3	1	SC
SC_5_5	2023-09-06	9.3	11.1	1	SC
SC_5_5	2023-09-13	11.1	12	1	SC
SC_5_5	2023-09-20	12	13	1	SC
SC_5_5	2023-09-27	13	13.8	1	SC
SC_5_5	2023-10-20	13.8	NA	1	SC
SC_5_6	2023-07-03	2.2	2.9	1	SC
SC_5_6	2023-07-26	2.9	NA	1	SC
SC_5_6	2023-08-02	2.7	NA	1	SC
SC_5_6	2023-08-16	2.6	2.6	1	SC
SC_5_6	2023-08-23	2.6	2.2	1	SC
SC_5_6	2023-08-30	2.2	2.7	1	SC
SC_5_6	2023-09-06	2.7	2.8	1	SC
SC_5_6	2023-09-13	2.8	NA	1	SC
SC_5_6	2023-09-20	3.9	4.5	1	SC
SC_5_6	2023-09-27	4.5	NA	1	SC
SC_5_6	2023-10-20	5.1	NA	1	SC
SC_5_7	2023-07-03	1	2.8	1	SC
SC_5_7	2023-07-26	2.8	2.8	1	SC
SC_5_7	2023-08-02	2.8	2.4	1	SC
SC_5_7	2023-08-16	2.4	2.5	1	SC
SC_5_7	2023-08-23	2.5	3.3	1	SC
SC_5_7	2023-08-30	3.3	3.4	1	SC
SC_5_7	2023-09-06	3.4	3.6	1	SC
SC_5_7	2023-09-13	3.6	3.9	1	SC
SC_5_7	2023-09-20	3.9	4.7	1	SC
SC_5_7	2023-09-27	4.7	5.4	1	SC
SC_5_7	2023-10-20	5.4	NA	1	SC
SC_5_8	2023-07-03	1.5	NA	0	SC
